#Frame          side1        side2
     427      23.3058      25.5127
     428      23.5035      25.1229
     429      23.4348      24.8485
     430      24.1517      25.4194
     431      23.6511      24.6261
     432      23.6691      24.8594
     433      23.8495      24.5778
     434      23.4646      25.0857
     435      22.3633      25.7658
     436      22.9182      25.6958
     437      23.2256      25.1722
     438      23.2350      25.4786
     439      23.6746      26.2090
     440      23.6695      26.3935
     441      24.7277      26.3047
     442      23.6105      25.8907
     443      23.6846      25.2173
     444      23.7434      25.0406
     445      24.4450      24.9309
     446      24.0822      25.4607
     447      25.1370      25.0060
     448      25.1580      25.7236
     449      24.7133      25.2258
     450      25.2745      25.7215
     451      23.8759      25.6884
     452      24.5101      25.4180
     453      24.5063      24.8580
     454      24.5520      25.7996
     455      23.7025      25.4906
     456      23.8938      24.9294
     457      23.7561      24.8561
     458      23.4960      25.5514
     459      22.8387      25.8466
     460      24.0728      24.7494
     461      23.2232      25.2961
     462      22.9120      26.4844
     463      23.6350      26.4921
     464      24.1080      25.7276
     465      24.1567      25.7352
     466      24.4428      25.9778
     467      24.9908      26.0563
     468      25.7578      26.1344
     469      24.7053      26.2550
     470      25.0382      26.0542
     471      24.3820      25.7980
     472      26.2392      26.0221
     473      25.4102      25.4961
     474      25.0881      25.1162
     475      24.5608      25.5603
     476      24.1669      25.2278
     477      24.4621      25.5638
     478      23.9088      25.9043
     479      24.1757      25.4119
     480      24.2489      24.9872
     481      24.6073      25.7183
     482      24.8021      25.9202
     483      25.0228      25.9258
     484      23.7727      25.0590
     485      23.9102      25.1806
     486      23.3065      25.6392
     487      24.0037      26.5015
     488      23.5038      26.2613
     489      23.4110      26.6935
     490      23.4151      27.2549
     491      24.0036      26.0950
     492      24.2344      26.6089
     493      24.5017      25.8443
     494      23.7039      25.5268
     495      24.4737      25.8416
     496      23.3552      26.1611
     497      23.4251      25.7773
     498      23.6047      25.9577
     499      24.1583      26.4617
     500      24.2183      26.0804
     501      24.0657      26.4647
     502      23.6077      26.0290
     503      24.4628      26.1589
     504      24.6490      25.7531
     505      24.7787      26.6464
     506      24.6201      25.5517
     507      25.2868      26.4779
     508      24.9671      26.5164
     509      24.2713      25.9200
     510      25.0605      26.5513
     511      25.7730      26.8385
     512      24.7310      26.0302
     513      24.5344      25.7763
     514      24.8464      26.0427
     515      24.3973      25.8529
     516      24.8939      25.6757
     517      25.4172      26.0496
     518      24.9478      26.5619
     519      24.8017      26.3264
     520      25.3121      27.2088
     521      24.4383      26.6656
     522      24.2704      27.2884
     523      24.4258      26.3820
     524      24.8046      26.0021
     525      24.9651      26.2845
     526      24.0676      25.0855
     527      23.8617      25.2718
     528      23.9813      25.1645
     529      23.7066      26.2210
     530      23.5416      26.7722
     531      23.6161      25.1437
     532      24.5531      25.2775
     533      24.4828      26.3287
     534      24.8084      24.9269
     535      25.2884      24.9436
     536      25.5092      25.2750
     537      25.2720      25.4904
     538      24.5380      25.1247
     539      24.9872      25.4653
     540      25.6626      26.2951
     541      24.1024      26.5306
     542      24.0763      25.8088
     543      24.1243      26.8047
     544      24.5791      26.5007
     545      25.2059      26.3844
     546      24.3008      25.4385
     547      23.8892      24.8182
     548      24.0757      25.6306
     549      24.3542      26.1222
     550      23.8863      25.9865
     551      24.5389      26.4988
     552      24.0837      26.5156
     553      24.0718      25.3589
     554      24.7333      26.5787
     555      24.9292      27.3286
     556      24.6343      27.4028
     557      24.6787      28.0750
     558      25.1866      26.9922
     559      25.3408      26.5515
     560      25.2390      26.9619
     561      25.2199      26.0936
     562      25.7760      26.6477
     563      25.5554      27.2803
     564      25.3252      26.7822
     565      25.0759      27.0934
     566      25.9112      27.4692
     567      24.5883      27.2430
     568      24.7749      27.5880
     569      25.1205      27.5004
     570      24.9128      26.8026
     571      24.4007      27.2245
     572      24.1583      26.4405
     573      24.6923      25.3559
     574      23.7044      26.5898
     575      23.6588      26.9722
     576      23.9876      26.7024
     577      24.5284      26.4649
     578      23.9144      26.9758
     579      24.8948      27.3459
     580      24.5635      27.6710
     581      24.8422      28.0292
     582      24.7770      27.8581
     583      25.3600      27.4977
     584      25.0186      26.8172
     585      24.3390      26.9667
     586      24.7443      26.6078
     587      24.3580      26.4759
     588      24.0188      25.7879
     589      23.6618      25.4532
     590      23.9463      24.9484
     591      23.4511      25.5577
     592      24.6584      26.8359
     593      24.0706      26.1217
     594      23.5870      26.3213
     595      23.9753      25.8503
     596      24.4207      26.2276
     597      24.2559      26.4846
     598      24.5983      26.6901
     599      23.4956      26.2331
     600      23.3657      26.4470
     601      23.8135      26.1852
     602      23.4538      25.7592
     603      23.7774      25.3790
     604      23.7312      26.0926
     605      23.6152      27.9511
     606      24.5947      26.9174
     607      24.6554      27.6659
     608      23.4918      27.4133
     609      24.1570      27.0385
     610      24.6562      26.7385
     611      24.5650      26.9615
     612      24.6755      27.1605
     613      23.4209      27.6096
     614      23.9938      27.3819
     615      24.7970      27.4968
     616      25.2034      26.2345
     617      24.4165      26.7298
     618      24.3535      26.8505
     619      24.2579      26.8511
     620      24.7348      27.9505
     621      25.0233      27.6193
     622      24.6115      28.7637
     623      25.6746      28.3370
     624      25.6689      27.7116
     625      25.6771      27.7622
     626      26.1022      27.3441
     627      25.0112      27.1497
     628      25.7627      25.7725
     629      25.4958      26.1503
     630      25.8556      26.3552
     631      25.8889      27.1140
     632      25.8160      27.6788
     633      26.2740      25.5566
     634      26.1639      26.6232
     635      25.9241      26.1369
     636      25.5978      26.3218
     637      25.7140      27.0371
     638      25.0156      27.4097
     639      24.9578      27.1817
     640      25.0383      27.5621
     641      25.2365      27.3565
     642      25.4280      27.5289
     643      26.2152      26.4024
     644      26.0091      27.0025
     645      26.8894      27.0488
     646      26.1143      26.3198
     647      25.2738      26.2232
     648      23.8409      26.4204
     649      23.8090      27.3208
     650      24.7819      26.7557
     651      25.1505      27.1109
     652      24.6151      25.7657
     653      24.1815      25.5764
     654      24.2870      26.3658
     655      24.0608      27.4057
     656      24.5524      26.1581
     657      25.0068      26.5408
     658      25.1063      26.2786
     659      24.1830      26.8617
     660      23.7330      26.5889
     661      23.4316      27.7110
     662      23.3957      26.3755
     663      23.4467      26.2608
     664      23.4785      25.9723
     665      23.0275      25.5627
     666      22.5800      24.9135
     667      23.0608      25.6372
     668      23.3838      25.3528
     669      23.7743      24.8398
     670      23.1361      25.4376
     671      23.6968      25.5992
     672      23.4527      26.3644
     673      24.0337      26.0391
     674      24.1911      26.6544
     675      23.9537      26.3284
     676      23.5858      26.6491
     677      24.1428      26.0805
     678      23.9266      27.1278
     679      23.6310      26.9829
     680      23.8649      26.6303
     681      24.1629      26.5005
     682      24.7953      26.1300
     683      25.6479      26.5292
     684      24.3322      26.2131
     685      24.3906      25.6427
     686      24.4978      25.7611
     687      24.7044      26.8616
     688      24.4030      26.0541
     689      23.5616      26.5808
     690      24.5186      26.9447
     691      24.0029      27.2489
     692      24.4364      26.8236
     693      23.9304      27.0093
     694      24.5263      26.8060
     695      24.8267      26.5407
     696      24.4809      27.7701
     697      24.1824      27.8316
     698      24.6561      27.1261
     699      24.6288      27.1446
     700      24.0804      26.0414
     701      24.4343      26.4449
     702      23.8747      26.6665
     703      24.1430      26.0587
     704      23.8150      26.4946
     705      24.1989      27.1178
     706      24.0317      26.4979
     707      24.3911      25.7569
     708      23.8456      25.7294
     709      23.8512      25.3740
     710      24.8009      25.4291
     711      24.0411      25.6629
     712      23.3388      25.3478
     713      24.0491      25.1693
     714      24.1611      24.9271
     715      23.8971      25.8167
     716      24.5190      25.9410
     717      24.2681      25.6472
     718      24.2976      25.7522
     719      23.9757      25.5007
     720      24.4349      26.7016
     721      23.7364      25.9242
     722      24.1337      26.3356
     723      24.4964      27.8009
     724      24.0223      27.3341
     725      24.5754      27.1641
     726      24.4763      26.9932
     727      25.2122      27.2258
     728      24.3308      26.9095
     729      24.2437      26.6155
     730      24.4461      26.6368
     731      24.5172      25.6486
     732      24.2645      26.9339
     733      24.3183      26.8954
     734      23.8547      26.2565
     735      23.4259      26.7191
     736      24.3497      27.0470
     737      24.5454      25.7211
     738      24.2412      26.2506
     739      23.7066      26.5837
     740      24.6154      26.2790
     741      25.3171      26.4000
     742      25.3679      26.5459
     743      25.4725      26.5166
     744      24.0956      26.7388
     745      23.8752      26.2274
     746      24.2691      26.4499
     747      24.4312      25.6825
     748      24.5802      25.2156
     749      24.3181      26.1593
     750      23.2358      26.7107
     751      23.3394      27.6107
     752      23.4290      26.6143
     753      23.9970      25.7939
     754      23.9050      26.4798
     755      23.6750      26.7399
     756      23.7328      26.9701
     757      23.8745      26.9049
     758      23.2961      26.7391
     759      23.4280      27.5422
     760      23.0105      27.4095
     761      23.1360      27.6312
     762      22.6305      27.4141
     763      23.1719      26.8526
     764      23.2002      27.2700
     765      22.4675      26.8661
     766      22.6706      26.2723
     767      23.2615      26.4441
     768      23.1192      26.1589
     769      23.7724      27.5921
     770      23.6196      26.4331
     771      23.2474      27.0341
     772      22.5481      26.4373
     773      22.5345      26.5008
     774      22.5146      26.6234
     775      23.1409      26.5016
     776      23.2604      25.6914
     777      24.4100      24.6744
     778      23.8866      25.8758
     779      23.8633      26.5776
     780      24.0869      27.2235
     781      24.1458      27.2818
     782      24.2994      26.6496
     783      24.1439      26.8528
     784      24.5201      25.5945
     785      24.4306      26.0225
     786      23.9985      25.7806
     787      23.6185      26.0746
     788      23.0305      25.7532
     789      23.4367      25.6762
     790      24.4962      26.1525
     791      24.0319      27.3093
     792      23.2879      25.8700
     793      24.3495      26.9170
     794      24.0199      26.4333
     795      23.9920      26.3417
     796      24.1532      26.3280
     797      24.6981      25.9100
     798      24.1985      26.0237
     799      23.5532      26.5415
     800      24.1481      26.6543
     801      22.4856      26.8945
     802      23.4628      26.4599
     803      23.1510      26.4493
     804      24.2147      26.4400
     805      23.9390      25.6977
     806      23.9407      25.7989
     807      23.5540      25.8091
     808      24.0839      24.6797
     809      24.7325      23.9273
     810      24.7145      24.6711
     811      24.7924      25.8586
     812      23.8353      26.4233
     813      24.3230      25.8837
     814      23.1392      26.2062
     815      24.3138      25.4587
     816      23.8816      25.2657
     817      24.3253      25.4446
     818      24.7003      25.6124
     819      24.1952      26.1760
     820      24.4796      26.3730
     821      24.0808      24.8000
     822      24.0253      25.6985
     823      24.3275      25.2544
     824      23.0577      25.6713
     825      23.5722      25.4591
     826      22.9454      26.1388
     827      24.0636      26.0518
     828      23.8571      26.6203
     829      23.9626      27.4245
     830      24.1191      25.9043
     831      23.6165      26.1628
     832      24.8614      25.9132
     833      24.1039      26.1423
     834      24.0452      27.3242
     835      24.1421      26.7583
     836      24.1632      26.4773
     837      24.9837      26.7615
     838      25.1821      26.1389
     839      24.6723      26.2321
     840      24.6046      26.0104
     841      25.0530      26.9008
     842      24.6710      27.4933
     843      24.7282      26.8763
     844      23.6039      26.2182
     845      24.4296      26.1218
     846      24.1579      26.4077
     847      25.0839      26.7188
     848      25.0883      26.8464
     849      25.6434      26.9558
     850      25.0649      26.6906
     851      25.5867      26.4506
     852      24.3282      27.3267
     853      23.7460      26.8021
     854      23.2851      26.7254
     855      24.6819      27.0040
     856      25.7076      26.7451
     857      25.2600      27.0596
     858      25.4624      26.7004
     859      25.1192      26.8058
     860      24.7463      26.7915
     861      25.2924      26.6461
     862      24.4475      26.5527
     863      25.4132      26.8507
     864      24.7954      27.1974
     865      25.2183      25.9419
     866      24.6950      26.0357
     867      24.5296      26.1878
     868      24.6081      25.9605
     869      24.4321      25.7969
     870      25.3202      24.9337
     871      24.6567      25.7672
     872      24.6823      26.1880
     873      24.8366      25.9154
     874      25.2561      26.5960
     875      24.9794      26.2056
     876      25.2702      26.5998
     877      25.5269      26.2362
     878      26.0808      26.8485
     879      25.8844      26.3322
     880      25.0008      26.4775
     881      25.3621      25.6069
     882      26.1021      25.9534
     883      25.0813      26.8729
     884      25.3931      25.2453
     885      25.5111      26.0636
     886      25.3977      26.2521
     887      25.3447      25.2529
     888      25.5840      25.7645
     889      25.6402      25.6417
     890      24.8280      25.6367
     891      24.9339      26.0492
     892      24.5288      26.5545
     893      25.2524      26.1233
     894      25.4845      26.0062
     895      24.8205      26.0655
     896      24.6153      26.1300
     897      24.6196      26.5049
     898      25.4549      26.8531
     899      24.7140      26.7995
     900      24.0873      27.1076
     901      24.4860      26.0777
     902      24.0020      25.2927
     903      24.2303      25.3357
     904      23.2101      25.3862
     905      22.7714      25.5112
     906      24.1346      25.0583
     907      24.0322      25.7822
     908      23.5970      25.1830
     909      24.2102      25.3183
     910      23.3535      25.7577
     911      23.9118      25.9915
     912      22.7948      25.6360
     913      23.3121      26.2890
     914      24.1609      26.5921
     915      23.8046      26.9276
     916      24.7714      26.2747
     917      23.6030      26.6620
     918      23.7969      26.9593
     919      23.6020      26.9794
     920      23.6597      26.5069
     921      23.7870      26.6227
     922      23.7052      25.9682
     923      24.6255      27.3297
     924      24.7435      27.2645
     925      25.4311      27.1909
     926      24.1991      27.1873
     927      23.7839      26.4919
     928      24.4286      26.3745
     929      25.0439      27.2925
     930      25.0748      26.2465
     931      24.9724      27.6584
     932      25.7948      25.9466
     933      25.0101      25.6751
     934      24.8537      25.9450
     935      25.2770      25.5621
     936      25.1777      27.1984
     937      26.0353      26.9145
     938      25.6758      26.8265
     939      25.7717      26.0405
     940      25.7281      25.9126
     941      25.3085      26.9316
     942      24.3530      26.2730
     943      23.8823      27.3494
     944      24.2883      26.5883
     945      24.4417      25.1085
     946      24.5343      25.2422
     947      24.6899      25.6255
     948      25.2724      25.9725
     949      24.7674      25.4273
     950      25.3062      25.9252
     951      25.2633      26.1639
     952      25.0273      25.8559
     953      24.7185      26.6818
     954      23.8303      27.8296
     955      23.6870      27.7290
     956      24.0699      26.6448
     957      24.0987      26.4642
     958      25.3767      26.5538
     959      25.6506      26.6448
     960      25.7153      26.9951
     961      25.1672      26.0300
     962      24.7198      25.1426
     963      25.2462      26.0191
     964      25.3215      26.0216
     965      24.2214      26.7765
     966      24.3553      26.4018
     967      24.8088      27.1755
     968      25.1642      26.6424
     969      24.7064      25.7078
     970      24.7105      27.3326
     971      25.3830      26.3526
     972      25.4848      25.6269
     973      24.9531      24.9603
     974      24.9166      25.8910
     975      24.7708      26.6358
     976      24.5251      25.5491
     977      24.2114      26.2776
     978      24.8536      26.7333
     979      25.2172      25.9724
     980      24.2846      25.2370
     981      25.0727      27.0183
     982      24.9864      26.4992
     983      24.9857      26.9343
     984      25.1809      28.2895
     985      25.1534      27.1003
     986      24.4272      27.2038
     987      24.3098      26.4259
     988      23.4506      26.5504
     989      24.1508      27.4293
     990      24.4962      26.7590
     991      24.1575      26.8901
     992      24.5251      26.7260
     993      24.2083      27.6995
     994      23.9060      27.2890
     995      24.9720      26.6329
     996      25.7387      26.5021
     997      25.3582      26.1386
     998      24.6440      26.5926
     999      24.5238      27.5389
    1000      24.2884      27.0915
    1001      24.5257      27.6329
    1002      24.1041      27.8006
    1003      24.3112      27.6367
    1004      23.2026      26.8507
    1005      23.6813      26.8962
    1006      23.2714      27.7749
    1007      22.9900      27.5412
    1008      23.8932      27.9746
    1009      24.2565      26.6705
    1010      23.7355      26.9365
    1011      24.2225      27.2539
    1012      23.8607      27.6351
    1013      24.1649      26.4110
    1014      23.9132      26.4467
    1015      24.7809      25.6943
    1016      24.9525      25.4688
    1017      25.1241      26.3454
    1018      24.7770      26.6119
    1019      24.5710      26.2234
    1020      26.1629      26.4566
    1021      25.3748      25.6178
    1022      25.1236      25.8946
    1023      24.2780      25.7924
    1024      24.5531      25.7570
    1025      24.5098      26.0381
    1026      24.6588      26.3221
    1027      25.0503      26.3966
    1028      24.6388      26.6048
    1029      24.0126      25.8484
    1030      23.9693      26.1789
    1031      24.9250      25.8678
    1032      25.1191      25.8783
    1033      24.3832      26.4260
    1034      25.3226      26.4045
    1035      25.5870      26.3129
    1036      24.4330      25.7971
    1037      24.4880      26.2646
    1038      25.6859      27.4020
    1039      26.4200      27.4368
    1040      25.8226      25.9108
    1041      25.7778      26.7794
    1042      25.5311      27.6392
    1043      25.3978      27.3785
    1044      26.2893      26.7955
    1045      25.7985      26.0480
    1046      26.0832      26.8490
    1047      24.5481      26.1830
    1048      25.5009      26.7334
    1049      25.5211      26.4390
    1050      26.1242      27.5029
    1051      26.3810      27.6638
    1052      26.1258      27.4970
    1053      26.1215      26.3660
    1054      26.7385      27.5449
    1055      26.8389      27.0506
    1056      26.7229      27.5292
    1057      26.1554      27.7702
    1058      26.5813      27.7668
    1059      26.4158      27.7565
    1060      26.1648      27.7172
    1061      27.1110      26.7926
    1062      27.2039      26.9068
    1063      27.4165      27.3438
    1064      26.9241      26.4536
    1065      28.3263      26.4952
    1066      26.8023      26.7709
    1067      27.6945      26.3731
    1068      26.9229      26.4937
    1069      27.5125      27.7571
